epoch,train_loss,test_loss,train_accuracy,test_accuracy,weight_norm,time_seconds
530,0.06684092432260513,13.137101173400879,1.0,0.01675257831811905,89.1307601928711,35.22115993499756
540,0.06493519246578217,13.212373733520508,1.0,0.016108248382806778,90.22987365722656,35.481547832489014
550,0.06283415853977203,13.331838607788086,1.0,0.016537800431251526,91.17070007324219,35.79328465461731
560,0.060568396002054214,13.441177368164062,1.0,0.015249141491949558,91.9158706665039,36.12335515022278
570,0.05820465087890625,13.559765815734863,1.0,0.015463917516171932,92.48884582519531,36.41256785392761
580,0.05577452480792999,13.68474292755127,1.0,0.016108248382806778,92.91477966308594,36.71055579185486
590,0.05320707708597183,13.79132080078125,1.0,0.015893470495939255,93.22061920166016,36.95815086364746
600,0.05109613388776779,13.904062271118164,1.0,0.01567869447171688,93.42736053466797,37.229196548461914
610,0.048754412680864334,14.025243759155273,1.0,0.015893470495939255,93.54586791992188,37.4944212436676
620,0.049254268407821655,14.146016120910645,0.999355673789978,0.01567869447171688,93.5992202758789,37.75427579879761
630,0.44248270988464355,14.42647933959961,0.892826497554779,0.017611684277653694,92.96488952636719,38.026033878326416
640,0.0454835519194603,13.83637523651123,1.0,0.01739690825343132,91.87429809570312,38.28981375694275
650,0.05842476338148117,13.011788368225098,1.0,0.017611684277653694,91.47145080566406,38.53664970397949
660,0.06097007915377617,12.931687355041504,1.0,0.017611684277653694,92.40571594238281,38.79474449157715
670,0.05975908041000366,12.98713207244873,1.0,0.017182130366563797,93.42491149902344,39.074153900146484
680,0.057902950793504715,13.10408878326416,1.0,0.016967354342341423,94.28081512451172,39.342118978500366
690,0.05598744750022888,13.215633392333984,1.0,0.016967354342341423,94.95337677001953,39.57273578643799
700,0.05340760573744774,13.344131469726562,1.0,0.01739690825343132,95.44021606445312,39.812134981155396
710,0.051361240446567535,13.44944953918457,1.0,0.016537800431251526,95.8008041381836,40.03614902496338
720,0.04910193011164665,13.573604583740234,1.0,0.017182130366563797,96.02411651611328,40.30026125907898
730,0.04696987569332123,13.679409980773926,1.0,0.01675257831811905,96.14253234863281,40.53044557571411
740,0.04501882568001747,13.780344009399414,1.0,0.016967354342341423,96.17475128173828,40.75846195220947
750,0.04330933466553688,13.886274337768555,1.0,0.016967354342341423,96.14131164550781,40.98839592933655
760,0.041421595960855484,13.979029655456543,1.0,0.016537800431251526,96.05741882324219,41.25764346122742
770,0.03975716978311539,14.0920991897583,1.0,0.01675257831811905,95.9346923828125,41.49860978126526
780,0.040733229368925095,14.180606842041016,0.9997852444648743,0.015893470495939255,95.768798828125,41.750794649124146
790,0.6114563345909119,14.21655559539795,0.8344072103500366,0.017611684277653694,94.30498504638672,42.0662796497345
800,0.04386718571186066,13.624300003051758,1.0,0.018685568124055862,92.48745727539062,42.393001317977905
810,0.056313809007406235,12.793558120727539,1.0,0.01975945010781288,91.90576934814453,42.62905979156494
820,0.05894777178764343,12.674600601196289,1.0,0.02018900401890278,92.69346618652344,42.87406945228577
830,0.057977642863988876,12.722284317016602,1.0,0.019329898059368134,93.60576629638672,43.10761046409607
840,0.056284546852111816,12.82791519165039,1.0,0.019974227994680405,94.38196563720703,43.34015345573425
850,0.05439091846346855,12.928953170776367,1.0,0.01975945010781288,94.97343444824219,43.61006140708923
860,0.05225587263703346,13.052701950073242,1.0,0.019544674083590508,95.39906311035156,43.924025774002075
870,0.05018096789717674,13.168898582458496,1.0,0.01911512017250061,95.670166015625,44.167312145233154
880,0.048036254942417145,13.279475212097168,1.0,0.01911512017250061,95.81596374511719,44.41221523284912
890,0.0463588647544384,13.374948501586914,1.0,0.019544674083590508,95.8523941040039,44.670955181121826
900,0.0439053438603878,13.495555877685547,1.0,0.01975945010781288,95.812744140625,44.9298791885376
910,0.04241888225078583,13.60626220703125,1.0,0.019544674083590508,95.70038604736328,45.17645311355591
920,0.07307326048612595,13.934868812561035,0.9957044720649719,0.017611684277653694,95.7680892944336,45.4020881652832
930,0.14488834142684937,14.183345794677734,0.9873281717300415,0.017826460301876068,94.19943237304688,45.64566206932068
940,0.04281327500939369,13.153169631958008,1.0,0.01739690825343132,92.3237075805664,45.89703631401062
950,0.05382436886429787,12.561781883239746,1.0,0.015893470495939255,91.95767211914062,46.12902235984802
960,0.05526268854737282,12.529080390930176,1.0,0.01675257831811905,92.5625,46.3611044883728
970,0.05415692180395126,12.595659255981445,1.0,0.01739690825343132,93.19741821289062,46.58376502990723
980,0.05222918838262558,12.703776359558105,1.0,0.01804123818874359,93.68822479248047,46.83749961853027
990,0.050283417105674744,12.821913719177246,1.0,0.018256014212965965,94.03384399414062,47.1028835773468
1000,0.04864386096596718,12.92701530456543,1.0,0.01804123818874359,94.22624969482422,47.37192893028259
1010,0.04647001251578331,13.043360710144043,1.0,0.018256014212965965,94.30006408691406,47.62999653816223
1020,0.0446724109351635,13.135695457458496,1.0,0.017611684277653694,94.27730560302734,47.87974762916565
1030,0.04256561025977135,13.262665748596191,1.0,0.017611684277653694,94.19461822509766,48.11943006515503
1040,0.04105110466480255,13.343241691589355,1.0,0.017611684277653694,94.02884674072266,48.385056257247925
1050,0.03923024982213974,13.46703052520752,1.0,0.017826460301876068,93.81390380859375,48.670437812805176
1060,0.06016984209418297,13.755934715270996,0.9961340427398682,0.018256014212965965,93.74214172363281,48.94377136230469
1070,0.15877573192119598,14.210251808166504,0.9849656224250793,0.01847079023718834,92.11226654052734,49.19916081428528
1080,0.040502727031707764,13.03500747680664,1.0,0.018256014212965965,89.89685821533203,49.43620204925537
1090,0.05268843472003937,12.371031761169434,1.0,0.01739690825343132,89.39555358886719,49.6717894077301
1100,0.05446154251694679,12.319243431091309,1.0,0.01675257831811905,89.96050262451172,49.941038370132446
1110,0.05386064201593399,12.40153980255127,1.0,0.016323024407029152,90.57157135009766,50.28453516960144
1120,0.052041489630937576,12.528071403503418,1.0,0.016537800431251526,91.0483627319336,50.533896684646606
1130,0.04977835342288017,12.642251968383789,1.0,0.01739690825343132,91.35842895507812,50.78443264961243
1140,0.04803699627518654,12.761032104492188,1.0,0.017182130366563797,91.5362777709961,51.02035641670227
1150,0.04612154886126518,12.863018035888672,1.0,0.01675257831811905,91.58271026611328,51.29629325866699
1160,0.044017814099788666,12.979178428649902,1.0,0.016108248382806778,91.54611206054688,51.57250928878784
1170,0.04239875078201294,13.080831527709961,1.0,0.017611684277653694,91.43698120117188,51.82562255859375
1180,0.04061010479927063,13.191899299621582,1.0,0.01675257831811905,91.2665023803711,52.0686411857605
1190,0.03878222405910492,13.28695011138916,1.0,0.01675257831811905,91.04779052734375,52.339131355285645
1200,0.03730786591768265,13.393593788146973,1.0,0.017826460301876068,90.79222106933594,52.5965735912323
1210,0.035727158188819885,13.502202987670898,1.0,0.016537800431251526,90.50569152832031,52.88077664375305
1220,0.03454653546214104,13.612983703613281,1.0,0.01675257831811905,90.20381927490234,53.36585211753845
1230,0.03275027498602867,13.69672966003418,1.0,0.01739690825343132,89.88218688964844,53.77235960960388
1240,0.0314374603331089,13.787343978881836,1.0,0.017611684277653694,89.56534576416016,54.10297203063965
1250,0.3344508409500122,14.64159870147705,0.9254724979400635,0.015463917516171932,89.36434173583984,54.351553440093994
1260,0.04517371207475662,13.595232963562012,1.0,0.01739690825343132,85.61758422851562,54.58748126029968
1270,0.04771483689546585,12.484843254089355,1.0,0.017182130366563797,84.54757690429688,54.83152961730957
1280,0.052521899342536926,12.278932571411133,1.0,0.016323024407029152,85.20638275146484,55.060816287994385
1290,0.052291564643383026,12.306092262268066,1.0,0.016323024407029152,86.14035034179688,55.29901361465454
1300,0.050928521901369095,12.390779495239258,1.0,0.01567869447171688,86.94969940185547,55.55006527900696
1310,0.04948078468441963,12.501204490661621,1.0,0.015893470495939255,87.5762939453125,55.78840732574463
1320,0.04746260121464729,12.606003761291504,1.0,0.015893470495939255,88.02884674072266,56.03658604621887
1330,0.04540112987160683,12.734519958496094,1.0,0.016108248382806778,88.3189926147461,56.27236223220825
1340,0.04359482601284981,12.838616371154785,1.0,0.015893470495939255,88.48291778564453,56.51953935623169
1350,0.041768353432416916,12.960115432739258,1.0,0.016323024407029152,88.5489730834961,56.7421190738678
1360,0.03993537649512291,13.070201873779297,1.0,0.016108248382806778,88.53911590576172,56.985130310058594
1370,0.03830590471625328,13.172343254089355,1.0,0.016323024407029152,88.45169067382812,57.19095993041992
1380,0.03682529181241989,13.26433277130127,1.0,0.015893470495939255,88.30785369873047,57.41123938560486
1390,0.03505046293139458,13.365363121032715,1.0,0.015893470495939255,88.12397766113281,57.628714084625244
1400,0.03356502205133438,13.475955963134766,1.0,0.015893470495939255,87.89875793457031,57.84419083595276
1410,0.03246186673641205,13.580649375915527,1.0,0.015249141491949558,87.6603012084961,58.04978942871094
1420,0.03091951459646225,13.683708190917969,1.0,0.016108248382806778,87.40187072753906,58.264549255371094
1430,0.0298460740596056,13.767694473266602,1.0,0.016108248382806778,87.13153839111328,58.47450804710388
1440,0.29086413979530334,12.9977445602417,0.9536082744598389,0.01804123818874359,83.44176483154297,58.682772159576416
1450,0.03985470533370972,12.843913078308105,1.0,0.016323024407029152,82.61697387695312,58.92151403427124
1460,0.04965842142701149,12.274819374084473,1.0,0.015893470495939255,82.6640625,59.17033910751343
1470,0.05100821703672409,12.229352951049805,1.0,0.016108248382806778,83.58918762207031,59.40546917915344
1480,0.049921050667762756,12.297219276428223,1.0,0.016108248382806778,84.50254821777344,59.63064932823181
1490,0.04837656766176224,12.426247596740723,1.0,0.016537800431251526,85.24421691894531,59.87260127067566
1500,0.04669790714979172,12.526830673217773,1.0,0.015893470495939255,85.80216217041016,60.1194007396698
1510,0.04474060609936714,12.64706802368164,1.0,0.01567869447171688,86.19670104980469,60.35817241668701
1520,0.043008022010326385,12.74984073638916,1.0,0.01567869447171688,86.45894622802734,60.58261680603027
1530,0.04145039990544319,12.892979621887207,1.0,0.016537800431251526,86.60490417480469,60.84702467918396
1540,0.03961906582117081,12.985218048095703,1.0,0.017182130366563797,86.65105438232422,61.11931872367859
1550,0.03780156746506691,13.097896575927734,1.0,0.01675257831811905,86.63358306884766,61.41302967071533
1560,0.03628459945321083,13.193840026855469,1.0,0.016108248382806778,86.55105590820312,61.74412655830383
1570,0.034977272152900696,13.288622856140137,1.0,0.01675257831811905,86.427734375,62.04710030555725
1580,0.4327657222747803,13.784778594970703,0.9016323089599609,0.01567869447171688,85.25641632080078,62.28607177734375
1590,0.03246686980128288,13.23359203338623,1.0,0.016323024407029152,83.34544372558594,62.53168869018555
1600,0.04430925473570824,12.319344520568848,1.0,0.016323024407029152,82.67679595947266,62.761006593704224
1610,0.04682096093893051,12.21964168548584,1.0,0.016967354342341423,83.4129638671875,62.991183042526245
1620,0.0462348572909832,12.29397201538086,1.0,0.017182130366563797,84.23126220703125,63.19888973236084
1630,0.04494522139430046,12.398187637329102,1.0,0.01675257831811905,84.90727233886719,63.40575838088989
1640,0.04323595389723778,12.540423393249512,1.0,0.016537800431251526,85.41166687011719,63.624491453170776
1650,0.041469816118478775,12.64421272277832,1.0,0.01675257831811905,85.75260925292969,63.82363486289978
1660,0.039979878813028336,12.772612571716309,1.0,0.016108248382806778,85.97052764892578,64.02501797676086
1670,0.038362767547369,12.891806602478027,1.0,0.01675257831811905,86.08050537109375,64.23484706878662
1680,0.036775995045900345,12.988872528076172,1.0,0.01675257831811905,86.09803009033203,64.43358659744263
1690,0.03504277393221855,13.090752601623535,1.0,0.016323024407029152,86.05716705322266,64.63413119316101
1700,0.033706504851579666,13.212594985961914,1.0,0.016108248382806778,85.96077728271484,64.83848071098328
1710,0.03243269771337509,13.314813613891602,1.0,0.016537800431251526,85.82450103759766,65.03626918792725
1720,0.030754948034882545,13.399389266967773,1.0,0.016323024407029152,85.65585327148438,65.23375749588013
1730,0.029588287696242332,13.4931640625,1.0,0.016108248382806778,85.45938110351562,65.43754506111145
1740,0.028466738760471344,13.591557502746582,1.0,0.016967354342341423,85.24940490722656,65.63631796836853
1750,0.02717597596347332,13.687247276306152,1.0,0.01567869447171688,85.02629852294922,65.85886597633362
1760,0.026172561571002007,13.801309585571289,1.0,0.015893470495939255,84.7926025390625,66.07621645927429
1770,0.024947334080934525,13.886817932128906,1.0,0.016108248382806778,84.56023406982422,66.28504824638367
1780,0.03450487554073334,13.966809272766113,0.9984965920448303,0.01503436453640461,84.33705139160156,66.48558592796326
1790,0.10001709312200546,13.496216773986816,0.9954897165298462,0.01911512017250061,80.25617218017578,66.68099451065063
1800,0.042737796902656555,12.412504196166992,1.0,0.01739690825343132,79.1872329711914,66.86903405189514
1810,0.050359096378088,12.01574420928955,1.0,0.016967354342341423,79.83380126953125,67.05457830429077
1820,0.05123385041952133,12.006040573120117,1.0,0.016108248382806778,80.97563171386719,67.25134015083313
1830,0.0503179207444191,12.075506210327148,1.0,0.01675257831811905,82.01416015625,67.4388780593872
1840,0.048740360885858536,12.191436767578125,1.0,0.016323024407029152,82.8549575805664,67.61758279800415
1850,0.046887610107660294,12.3026123046875,1.0,0.016323024407029152,83.48622131347656,67.79848885536194
1860,0.04506511613726616,12.423564910888672,1.0,0.016323024407029152,83.934326171875,67.99082279205322
1870,0.04324406385421753,12.557097434997559,1.0,0.01675257831811905,84.24813842773438,68.19891571998596
1880,0.04150412231683731,12.652767181396484,1.0,0.01567869447171688,84.42583465576172,68.3976469039917
1890,0.03966294229030609,12.775832176208496,1.0,0.016537800431251526,84.51777648925781,68.58254218101501
1900,0.03807457908987999,12.893601417541504,1.0,0.01567869447171688,84.52935791015625,68.7760329246521
1910,0.03640937805175781,12.991606712341309,1.0,0.015463917516171932,84.47924041748047,68.96539950370789
1920,0.034826718270778656,13.0960111618042,1.0,0.016323024407029152,84.38021850585938,69.16762185096741
1930,0.033494312316179276,13.199850082397461,1.0,0.01675257831811905,84.24961853027344,69.3962812423706
1940,0.33782073855400085,13.915204048156738,0.9267612099647522,0.016537800431251526,84.1048812866211,69.60049557685852
1950,0.03549741208553314,13.39730167388916,1.0,0.017611684277653694,81.14325714111328,69.81212377548218
1960,0.04301691800355911,12.236382484436035,1.0,0.016323024407029152,80.11934661865234,70.01036739349365
1970,0.04728197306394577,12.04586124420166,1.0,0.01567869447171688,80.8540267944336,70.19215989112854
1980,0.04728170111775398,12.092748641967773,1.0,0.01739690825343132,81.7933349609375,70.39114618301392
1990,0.046070121228694916,12.192485809326172,1.0,0.01675257831811905,82.59667205810547,70.5846996307373
2000,0.04428315535187721,12.310412406921387,1.0,0.016537800431251526,83.212158203125,70.8131582736969
2010,0.04253236576914787,12.426737785339355,1.0,0.015893470495939255,83.65532684326172,71.0268120765686
2020,0.04071937873959541,12.536821365356445,1.0,0.016108248382806778,83.95862579345703,71.23274827003479
2030,0.038945235311985016,12.653471946716309,1.0,0.015249141491949558,84.14263916015625,71.44507241249084
2040,0.037557292729616165,12.76655101776123,1.0,0.015463917516171932,84.22114562988281,71.6581175327301
2050,0.03598438575863838,12.881298065185547,1.0,0.016108248382806778,84.22642517089844,71.87016248703003
2060,0.03466876223683357,12.976959228515625,1.0,0.01503436453640461,84.173828125,72.08385419845581
2070,0.03306318819522858,13.08807373046875,1.0,0.015249141491949558,84.07040405273438,72.28617310523987
2080,0.03183882683515549,13.193174362182617,1.0,0.01503436453640461,83.93527221679688,72.49859356880188
2090,0.03034304641187191,13.29362678527832,1.0,0.014819587580859661,83.77205657958984,72.69890189170837
2100,0.029054606333374977,13.397488594055176,1.0,0.014819587580859661,83.5967788696289,72.92938423156738
2110,0.027890946716070175,13.480714797973633,1.0,0.014819587580859661,83.39141082763672,73.1682562828064
2120,0.290808767080307,12.803905487060547,0.9512457251548767,0.015249141491949558,79.86437225341797,73.41103768348694
2130,0.038764726370573044,12.46677303314209,1.0,0.01567869447171688,78.9298095703125,73.65964722633362
2140,0.049259211868047714,11.880348205566406,1.0,0.015463917516171932,79.12993621826172,73.8813829421997
2150,0.050747182220220566,11.831947326660156,1.0,0.015893470495939255,80.18070220947266,74.07916593551636
2160,0.05006740242242813,11.901847839355469,1.0,0.015893470495939255,81.17926788330078,74.28089570999146
2170,0.0486510805785656,12.005511283874512,1.0,0.015893470495939255,81.98763275146484,74.47069263458252
2180,0.04693779721856117,12.111927032470703,1.0,0.015463917516171932,82.59658813476562,74.67079758644104
2190,0.04508582130074501,12.241113662719727,1.0,0.01567869447171688,83.03855895996094,74.87017035484314
2200,0.04314207658171654,12.361955642700195,1.0,0.01567869447171688,83.32836151123047,75.08572602272034
2210,0.041376497596502304,12.456316947937012,1.0,0.015893470495939255,83.4922103881836,75.30845403671265
2220,0.039641112089157104,12.564515113830566,1.0,0.01567869447171688,83.57340240478516,75.50900530815125
2230,0.03781694173812866,12.685975074768066,1.0,0.015893470495939255,83.57276153564453,75.75932359695435
2240,0.03628363832831383,12.78139591217041,1.0,0.016967354342341423,83.50342559814453,75.96885466575623
2250,0.03473402187228203,12.871807098388672,1.0,0.01567869447171688,83.39905548095703,76.18252182006836
2260,0.0333663746714592,12.983901023864746,1.0,0.015893470495939255,83.25684356689453,76.38646292686462
2270,0.03202490881085396,13.068286895751953,1.0,0.016323024407029152,83.09012603759766,76.58459639549255
2280,0.030644351616501808,13.173542022705078,1.0,0.01567869447171688,82.90519714355469,76.80554509162903
2290,0.031360868364572525,13.278624534606934,0.9995704889297485,0.015893470495939255,82.69479370117188,77.01174974441528
2300,0.13621985912322998,13.288667678833008,0.9894759654998779,0.01739690825343132,79.38399505615234,77.21390533447266
2310,0.0363134890794754,12.462162971496582,1.0,0.017611684277653694,78.37593078613281,77.42432403564453
2320,0.044536057859659195,11.96430492401123,1.0,0.017826460301876068,78.72260284423828,77.63217091560364
2330,0.04551919922232628,11.944857597351074,1.0,0.01739690825343132,79.73786926269531,77.84418821334839
2340,0.04458719491958618,12.027491569519043,1.0,0.01675257831811905,80.69320678710938,78.0520179271698
2350,0.04305390268564224,12.143880844116211,1.0,0.016108248382806778,81.46639251708984,78.25185418128967
2360,0.04145603999495506,12.264745712280273,1.0,0.015893470495939255,82.0409164428711,78.46554398536682
2370,0.03982464224100113,12.373595237731934,1.0,0.016108248382806778,82.46955108642578,78.68094730377197
2380,0.03816353529691696,12.490735054016113,1.0,0.015463917516171932,82.75222778320312,78.90424370765686
2390,0.036603186279535294,12.604686737060547,1.0,0.015893470495939255,82.92009735107422,79.11288475990295
2400,0.03514888882637024,12.714032173156738,1.0,0.016108248382806778,83.00288391113281,79.31978559494019
2410,0.03363673761487007,12.821757316589355,1.0,0.01567869447171688,83.0087890625,79.54035973548889
2420,0.03559115156531334,12.922942161560059,0.9995704889297485,0.015463917516171932,82.97557830810547,79.75925540924072
2430,0.08611694723367691,13.39145278930664,0.9922680258750916,0.015893470495939255,82.99192810058594,79.99750900268555
2440,0.0671367198228836,13.779541969299316,0.9982817769050598,0.01567869447171688,80.97207641601562,80.23826003074646
2450,0.035922642797231674,12.377107620239258,1.0,0.017182130366563797,79.33818817138672,80.46040272712708
2460,0.044152386486530304,11.9204740524292,1.0,0.016967354342341423,79.72550201416016,80.68991279602051
2470,0.04520208016037941,11.9047269821167,1.0,0.015893470495939255,80.73570251464844,80.91494941711426
2480,0.044208791106939316,12.001800537109375,1.0,0.016108248382806778,81.64051055908203,81.14727258682251
2490,0.04265737906098366,12.116476058959961,1.0,0.016537800431251526,82.35357666015625,81.36889696121216
2500,0.041184574365615845,12.225300788879395,1.0,0.015893470495939255,82.8790283203125,81.58751630783081
2510,0.03943377360701561,12.361661911010742,1.0,0.01675257831811905,83.23860168457031,81.83562064170837
2520,0.03781111538410187,12.457077026367188,1.0,0.01567869447171688,83.46147918701172,82.10710334777832
2530,0.03653460741043091,12.579988479614258,1.0,0.015249141491949558,83.58554077148438,82.33358263969421
2540,0.03483828157186508,12.672724723815918,1.0,0.016323024407029152,83.61096954345703,82.59306287765503
2550,0.03328210860490799,12.785160064697266,1.0,0.016108248382806778,83.58082580566406,82.8412446975708
2560,0.053313806653022766,13.001672744750977,0.9969931244850159,0.015893470495939255,83.60311126708984,83.0830729007721
2570,0.17530235648155212,13.654301643371582,0.9744415879249573,0.016967354342341423,81.92475128173828,83.34466528892517
2580,0.02983534336090088,12.774688720703125,1.0,0.01675257831811905,80.2304458618164,83.58291220664978
2590,0.041477665305137634,11.970417976379395,1.0,0.016537800431251526,79.97530364990234,83.81943464279175
2600,0.043892037123441696,11.907654762268066,1.0,0.01567869447171688,80.91180419921875,84.05721688270569
2610,0.043228939175605774,11.977861404418945,1.0,0.016323024407029152,81.83489990234375,84.29454398155212
2620,0.041956450790166855,12.084182739257812,1.0,0.016108248382806778,82.5630874633789,84.54631686210632
2630,0.040259070694446564,12.202664375305176,1.0,0.016108248382806778,83.10923767089844,84.7903356552124
2640,0.03895820304751396,12.312958717346191,1.0,0.016323024407029152,83.47237396240234,85.03877925872803
2650,0.03738570958375931,12.425725936889648,1.0,0.016323024407029152,83.7078857421875,85.25772213935852
2660,0.03570683300495148,12.548615455627441,1.0,0.016967354342341423,83.82478332519531,85.47954535484314
2670,0.034214265644550323,12.649879455566406,1.0,0.016537800431251526,83.85631561279297,85.69112348556519
2680,0.032697468996047974,12.757761001586914,1.0,0.01675257831811905,83.82147979736328,85.9117066860199
2690,0.03145013377070427,12.860705375671387,1.0,0.016323024407029152,83.73111724853516,86.15790438652039
2700,0.03014846332371235,12.969695091247559,1.0,0.01567869447171688,83.60607147216797,86.45200777053833
2710,0.02872699685394764,13.056145668029785,1.0,0.01675257831811905,83.44148254394531,86.72459888458252
2720,0.027623839676380157,13.153433799743652,1.0,0.016323024407029152,83.25595092773438,86.95859408378601
2730,0.02650514245033264,13.249275207519531,1.0,0.015893470495939255,83.04961395263672,87.1755781173706
2740,0.02534044347703457,13.354936599731445,1.0,0.016108248382806778,82.84223175048828,87.40814185142517
2750,0.024365488439798355,13.427820205688477,1.0,0.016108248382806778,82.6158676147461,87.66095685958862
2760,0.023381832987070084,13.512757301330566,1.0,0.016108248382806778,82.3940658569336,87.90320134162903
2770,0.022343140095472336,13.604693412780762,1.0,0.016108248382806778,82.16073608398438,88.15763854980469
2780,0.021289676427841187,13.71144962310791,1.0,0.016967354342341423,81.94650268554688,88.42601466178894
2790,0.8334824442863464,13.514777183532715,0.7772766351699829,0.016323024407029152,79.68016052246094,88.68483304977417
2800,0.03287603333592415,12.801557540893555,1.0,0.01675257831811905,77.2752685546875,88.94386839866638
