epoch,train_loss,test_loss,train_accuracy,test_accuracy,weight_norm,weight_norm_mlp1,weight_norm_q,weight_norm_k,weight_norm_v,weight_norm_mlp2,time_seconds
0,4.5615153312683105,4.5851287841796875,0.018900344148278236,0.013530927710235119,28.235456466674805,14.719377517700195,7.994175910949707,7.874034881591797,7.895881652832031,19.807289123535156,12.453933238983154
10,4.3498711585998535,4.659687519073486,0.07474227249622345,0.01073883194476366,28.765987396240234,15.023715019226074,8.19802188873291,7.923710823059082,8.067978858947754,20.166431427001953,19.144341230392456
20,3.8349602222442627,5.228281497955322,0.14110824465751648,0.010309278964996338,35.449459075927734,17.548349380493164,13.51888370513916,9.611706733703613,9.227031707763672,24.25771141052246,19.375408172607422
30,2.7126734256744385,6.435342788696289,0.3588917553424835,0.011597937904298306,43.85271453857422,19.648963928222656,19.422611236572266,10.84669017791748,10.253070831298828,30.609880447387695,19.59316873550415
40,1.663425326347351,8.552989959716797,0.6387457251548767,0.012027491815388203,51.45033645629883,20.760906219482422,24.915063858032227,11.505928993225098,10.860413551330566,36.67460250854492,19.837673902511597
50,0.9865049719810486,10.777990341186523,0.8470790386199951,0.012457044795155525,57.10255432128906,21.153152465820312,29.085025787353516,11.795191764831543,11.135976791381836,41.28159713745117,20.082797288894653
60,0.6318516731262207,12.380733489990234,0.9394329786300659,0.013316151686012745,60.77250671386719,21.11416244506836,31.73284149169922,11.709209442138672,11.238166809082031,44.46475601196289,20.299498319625854
70,0.4392654299736023,13.434066772460938,0.9817439913749695,0.013101374730467796,63.62877655029297,20.818309783935547,34.26864242553711,11.61782169342041,11.210270881652832,46.692989349365234,20.520046949386597
80,0.33342570066452026,13.902783393859863,0.9948453903198242,0.013316151686012745,65.6628646850586,20.418184280395508,36.194984436035156,11.473920822143555,11.119956970214844,48.263118743896484,20.734010457992554
90,0.2759169638156891,14.187788963317871,0.9982817769050598,0.012886597774922848,67.36161804199219,19.978612899780273,38.02517318725586,11.387210845947266,10.998205184936523,49.415584564208984,20.93782329559326
100,0.24640710651874542,14.349549293518066,0.9978522658348083,0.014604811556637287,68.75326538085938,19.553430557250977,39.57408905029297,11.32503604888916,10.874431610107422,50.31955337524414,21.147486686706543
110,0.2243071347475052,14.362030982971191,0.9978522658348083,0.01417525764554739,69.88191223144531,19.166738510131836,40.78801727294922,11.25651741027832,10.752547264099121,51.08942413330078,21.366011142730713
120,0.19272251427173615,14.40529727935791,0.9989261031150818,0.014390034601092339,70.96994018554688,18.801342010498047,42.006019592285156,11.237318992614746,10.635972023010254,51.762298583984375,21.576014280319214
130,0.1885470449924469,14.422714233398438,0.9991409182548523,0.01503436453640461,71.84565734863281,18.494829177856445,42.86652755737305,11.195523262023926,10.536799430847168,52.400733947753906,21.804035902023315
140,0.1924140602350235,14.430137634277344,0.9963487982749939,0.01417525764554739,72.63240814208984,18.221500396728516,43.584014892578125,11.152334213256836,10.447383880615234,53.01277542114258,22.024167776107788
150,0.16243697702884674,14.290928840637207,0.9989261031150818,0.01503436453640461,73.293701171875,17.980016708374023,44.07095718383789,11.066287994384766,10.360064506530762,53.634342193603516,22.2570481300354
160,0.14312773942947388,14.279881477355957,0.9997852444648743,0.016108248382806778,74.12622833251953,17.64520263671875,45.11494064331055,11.117158889770508,10.248443603515625,54.0311393737793,22.475388526916504
170,0.13622643053531647,14.366833686828613,1.0,0.015893470495939255,74.95301818847656,17.376991271972656,46.082305908203125,11.217300415039062,10.159465789794922,54.43687057495117,22.741081953048706
180,0.1388266235589981,14.488103866577148,0.9982817769050598,0.015893470495939255,75.64402770996094,17.17790412902832,46.7457275390625,11.302027702331543,10.093480110168457,54.88315200805664,22.964255809783936
190,0.24199165403842926,14.39330005645752,0.9813144207000732,0.01503436453640461,75.75923919677734,17.231176376342773,46.083621978759766,11.106507301330566,10.080644607543945,55.62261199951172,23.182169914245605
200,0.11707483232021332,14.197333335876465,0.9995704889297485,0.014604811556637287,75.9635009765625,17.130245208740234,45.6302490234375,10.877988815307617,10.049636840820312,56.35213088989258,23.416064500808716
210,0.11105513572692871,13.997869491577148,1.0,0.014819587580859661,76.49919128417969,16.69647216796875,46.59154510498047,10.937186241149902,9.927216529846191,56.43058395385742,23.68950343132019
220,0.10866151005029678,14.040266990661621,1.0,0.014390034601092339,77.32257843017578,16.4169864654541,47.608638763427734,11.073111534118652,9.857677459716797,56.770530700683594,23.965009212493896
230,0.10400271415710449,14.163567543029785,1.0,0.01503436453640461,78.06475830078125,16.213844299316406,48.36994552612305,11.207804679870605,9.814950942993164,57.180572509765625,24.248730897903442
240,0.10321397334337234,14.32917594909668,0.998711347579956,0.015249141491949558,78.66472625732422,16.0548038482666,48.891014099121094,11.32931900024414,9.784180641174316,57.584442138671875,24.501594305038452
250,0.15321621298789978,14.489821434020996,0.9924828410148621,0.014604811556637287,79.11982727050781,16.042388916015625,48.93693161010742,11.364669799804688,9.787352561950684,58.16200256347656,24.769977807998657
260,0.1713154911994934,14.565053939819336,0.9901202917098999,0.014390034601092339,79.17413330078125,16.373502731323242,47.629478454589844,11.058497428894043,9.836605072021484,59.26917266845703,25.024494409561157
270,0.08407183736562729,14.10125732421875,1.0,0.014390034601092339,79.15135955810547,15.988180160522461,47.682254791259766,10.949369430541992,9.719812393188477,59.34100341796875,25.297810554504395
280,0.08974368870258331,13.900810241699219,1.0,0.01417525764554739,79.64869689941406,15.638245582580566,48.51389694213867,11.03769302368164,9.611018180847168,59.42693328857422,25.535434246063232
290,0.0878930613398552,14.003018379211426,1.0,0.01503436453640461,80.41921997070312,15.425657272338867,49.3238410949707,11.175901412963867,9.565642356872559,59.83356857299805,25.762667894363403
300,0.08436722308397293,14.134554862976074,1.0,0.015249141491949558,81.09197235107422,15.271187782287598,49.90638732910156,11.30683708190918,9.540587425231934,60.27589416503906,26.018528938293457
310,0.0804671123623848,14.258773803710938,1.0,0.015463917516171932,81.61959075927734,15.149401664733887,50.28599548339844,11.424356460571289,9.523124694824219,60.682498931884766,26.267178058624268
320,0.09034796804189682,14.423303604125977,0.9980670213699341,0.016108248382806778,82.02854919433594,15.062220573425293,50.4898796081543,11.525297164916992,9.513311386108398,61.06757354736328,26.532069206237793
330,0.31324997544288635,14.522772789001465,0.9480240941047668,0.016108248382806778,82.04342651367188,15.581608772277832,49.06346893310547,11.269383430480957,9.561497688293457,62.15055847167969,26.783319234848022
340,0.06874895840883255,14.235029220581055,1.0,0.014604811556637287,81.92962646484375,15.580082893371582,48.109405517578125,10.958501815795898,9.492805480957031,62.809288024902344,27.023529291152954
350,0.07761722058057785,13.615511894226074,1.0,0.014819587580859661,82.00865173339844,15.070028305053711,48.744972229003906,10.955354690551758,9.308075904846191,62.57460021972656,27.29437780380249
360,0.07852289825677872,13.599939346313477,1.0,0.014604811556637287,82.92635345458984,14.7878999710083,49.77659606933594,11.092986106872559,9.225814819335938,63.02553939819336,27.565535068511963
370,0.076792873442173,13.697054862976074,1.0,0.01503436453640461,83.83792114257812,14.599239349365234,50.58958053588867,11.239480972290039,9.183459281921387,63.60574722290039,27.8338942527771
380,0.07341276109218597,13.834734916687012,1.0,0.01567869447171688,84.58722686767578,14.455534934997559,51.15229034423828,11.373751640319824,9.158280372619629,64.157958984375,28.07911491394043
390,0.07016284763813019,13.948596000671387,1.0,0.016108248382806778,85.17992401123047,14.345209121704102,51.51499557495117,11.494717597961426,9.142022132873535,64.65550231933594,28.371431827545166
400,0.06769666075706482,14.091034889221191,1.0,0.01567869447171688,85.63211822509766,14.261336326599121,51.71565246582031,11.602596282958984,9.132468223571777,65.09180450439453,28.616684198379517
410,0.06921538710594177,14.222550392150879,0.9997852444648743,0.016108248382806778,85.97616577148438,14.205431938171387,51.77939987182617,11.696019172668457,9.129117965698242,65.48941040039062,28.900370836257935
420,0.2336347997188568,14.635326385498047,0.9639175534248352,0.018256014212965965,86.42822265625,14.498245239257812,51.211204528808594,11.646848678588867,9.196662902832031,66.45919036865234,29.134016752243042
430,0.07933380454778671,14.448615074157715,0.999355673789978,0.01739690825343132,85.99554443359375,15.170332908630371,48.875099182128906,11.113540649414062,9.176129341125488,67.59147644042969,29.391659021377563
440,0.06423588842153549,13.479880332946777,1.0,0.017826460301876068,85.40648651123047,14.562854766845703,48.98126220703125,10.977012634277344,8.948559761047363,66.95114135742188,29.623230695724487
450,0.06978408247232437,13.279452323913574,1.0,0.018256014212965965,86.18023681640625,14.210897445678711,50.062400817871094,11.086313247680664,8.824909210205078,67.21647644042969,29.864851474761963
460,0.06905786693096161,13.343342781066895,1.0,0.01804123818874359,87.20437622070312,13.9930419921875,51.04092025756836,11.237007141113281,8.766273498535156,67.82701873779297,30.095778703689575
470,0.06670492887496948,13.454450607299805,1.0,0.018685568124055862,88.10701751708984,13.837137222290039,51.756813049316406,11.382583618164062,8.734375953674316,68.45991516113281,30.32442617416382
480,0.06404248625040054,13.579249382019043,1.0,0.018256014212965965,88.8389892578125,13.720453262329102,52.248653411865234,11.517208099365234,8.714764595031738,69.0333251953125,30.594122648239136
490,0.06140606105327606,13.696182250976562,1.0,0.01847079023718834,89.4039535522461,13.632458686828613,52.5490608215332,11.637431144714355,8.70323371887207,69.53160095214844,30.80289626121521
500,0.058736566454172134,13.817464828491211,1.0,0.018900344148278236,89.81681060791016,13.563895225524902,52.691444396972656,11.742932319641113,8.697125434875488,69.95109558105469,31.024285078048706
510,0.05628972500562668,13.956038475036621,1.0,0.01847079023718834,90.132080078125,13.515472412109375,52.72855758666992,11.839986801147461,8.696052551269531,70.32080841064453,31.229426860809326
520,0.05397804081439972,14.071537971496582,1.0,0.018256014212965965,90.35017395019531,13.480734825134277,52.67146682739258,11.926527976989746,8.698217391967773,70.6345443725586,31.42496085166931
530,0.052642710506916046,14.182413101196289,1.0,0.01804123818874359,90.47879028320312,13.456934928894043,52.53102111816406,12.001328468322754,8.701217651367188,70.89479064941406,31.633052110671997
540,0.16547401249408722,14.620943069458008,0.9793814420700073,0.018685568124055862,90.78426361083984,13.61269760131836,52.19205856323242,12.031997680664062,8.749393463134766,71.49227142333984,31.840452671051025
550,0.08309902250766754,14.363870620727539,0.9997852444648743,0.01804123818874359,89.5514144897461,14.793000221252441,48.679134368896484,11.28071403503418,8.698339462280273,72.30525207519531,32.054112911224365
560,0.056657783687114716,13.28515338897705,1.0,0.018256014212965965,88.83050537109375,14.167224884033203,48.823177337646484,11.081201553344727,8.468586921691895,71.49781036376953,32.27991986274719
570,0.06358639895915985,12.989754676818848,1.0,0.019329898059368134,89.58709716796875,13.762078285217285,50.13600540161133,11.159584045410156,8.322757720947266,71.61724853515625,32.497979402542114
580,0.06333476305007935,13.030679702758789,1.0,0.01911512017250061,90.758544921875,13.517799377441406,51.38434982299805,11.304816246032715,8.251604080200195,72.2367172241211,32.7683048248291
