epoch,train_loss,test_loss,train_accuracy,test_accuracy,weight_norm,weight_norm_mlp1,weight_norm_q,weight_norm_k,weight_norm_v,weight_norm_mlp2,time_seconds
590,0.06152354180812836,13.117439270019531,1.0,0.019544674083590508,91.81581115722656,13.34512710571289,52.32728958129883,11.452754020690918,8.210866928100586,72.90625762939453,33.06467628479004
600,0.059344224631786346,13.233914375305176,1.0,0.01975945010781288,92.6862564086914,13.217586517333984,52.9952278137207,11.592233657836914,8.187483787536621,73.5263900756836,33.341315031051636
610,0.05691222846508026,13.355501174926758,1.0,0.019329898059368134,93.3636474609375,13.121258735656738,53.44028091430664,11.72118091583252,8.174386024475098,74.05763244628906,33.60830068588257
620,0.05447429046034813,13.469788551330566,1.0,0.019544674083590508,93.87419128417969,13.051989555358887,53.701683044433594,11.837650299072266,8.167692184448242,74.50702667236328,33.81305932998657
630,0.052320461720228195,13.591111183166504,1.0,0.019329898059368134,94.23812103271484,13.000845909118652,53.816768646240234,11.941797256469727,8.166434288024902,74.87495422363281,34.020015716552734
640,0.05029325932264328,13.679256439208984,1.0,0.019544674083590508,94.47199249267578,12.962186813354492,53.817161560058594,12.035192489624023,8.166526794433594,75.16058349609375,34.23441481590271
650,0.0480506457388401,13.801276206970215,1.0,0.01975945010781288,94.6313705444336,12.940587043762207,53.73912811279297,12.122114181518555,8.171697616577148,75.40571594238281,34.43781924247742
660,0.04614211618900299,13.907909393310547,1.0,0.019544674083590508,94.71318817138672,12.929100036621094,53.5898323059082,12.20075798034668,8.18019962310791,75.60279083251953,34.65068769454956
670,0.04421926289796829,14.002008438110352,1.0,0.01975945010781288,94.72396850585938,12.924078941345215,53.38320541381836,12.27174186706543,8.190661430358887,75.75057983398438,34.87713003158569
680,0.042654190212488174,14.095186233520508,1.0,0.019544674083590508,94.67408752441406,12.923828125,53.13175582885742,12.3357515335083,8.202101707458496,75.85334014892578,35.12401366233826
690,0.45742180943489075,14.76645278930664,0.8855240941047668,0.018685568124055862,94.86809539794922,13.394917488098145,52.325531005859375,12.273560523986816,8.269104957580566,76.57383728027344,35.361427545547485
700,0.05684352666139603,13.927146911621094,1.0,0.018256014212965965,92.42707061767578,14.463980674743652,48.624290466308594,11.417032241821289,8.109395980834961,75.98107147216797,35.56724548339844
710,0.05730261281132698,12.748506546020508,1.0,0.018256014212965965,91.4312973022461,13.786210060119629,49.23393630981445,11.248530387878418,7.852933406829834,74.54827117919922,35.77659201622009
720,0.06305823475122452,12.520380973815918,1.0,0.018256014212965965,92.19986724853516,13.415007591247559,50.903839111328125,11.355486869812012,7.712744235992432,74.43936157226562,35.996598958969116
730,0.06298166513442993,12.54491901397705,1.0,0.018256014212965965,93.27586364746094,13.190203666687012,52.33827209472656,11.510725975036621,7.639495849609375,74.80809020996094,36.223262310028076
740,0.06119135022163391,12.630661010742188,1.0,0.018256014212965965,94.23460388183594,13.033955574035645,53.41365051269531,11.66883659362793,7.597642421722412,75.25538635253906,36.44368815422058
750,0.05904008448123932,12.743462562561035,1.0,0.018685568124055862,95.00086212158203,12.919865608215332,54.16828918457031,11.816546440124512,7.573047161102295,75.67731475830078,36.68492794036865
760,0.05663435906171799,12.839092254638672,1.0,0.018685568124055862,95.57197570800781,12.836886405944824,54.669105529785156,11.952224731445312,7.560352802276611,76.029541015625,36.90120530128479
770,0.054608702659606934,12.961573600769043,1.0,0.019329898059368134,95.98043823242188,12.7766695022583,54.96943283081055,12.076114654541016,7.557161331176758,76.31787872314453,37.12357473373413
780,0.052252478897571564,13.060751914978027,1.0,0.018256014212965965,96.25798034667969,12.73792552947998,55.114845275878906,12.189225196838379,7.560551643371582,76.55036926269531,37.350698947906494
790,0.05019291490316391,13.165918350219727,1.0,0.01847079023718834,96.40846252441406,12.711259841918945,55.13772201538086,12.292343139648438,7.568458080291748,76.71025848388672,37.553396463394165
800,0.0481361486017704,13.268653869628906,1.0,0.018256014212965965,96.45672607421875,12.695284843444824,55.05569076538086,12.384272575378418,7.580438137054443,76.81644439697266,37.771687746047974
810,0.04684330150485039,13.389720916748047,0.9997852444648743,0.01847079023718834,96.42474365234375,12.688192367553711,54.89064025878906,12.465864181518555,7.596464157104492,76.88078308105469,37.97947072982788
820,0.1240096390247345,13.801934242248535,0.9877577424049377,0.01804123818874359,96.60238647460938,12.883289337158203,54.461448669433594,12.484698295593262,7.663670063018799,77.36531829833984,38.199049949645996
830,0.09146177768707275,14.151192665100098,0.9967783689498901,0.01847079023718834,95.46343231201172,14.12176513671875,50.97353744506836,11.748299598693848,7.753639221191406,78.21381378173828,38.41607975959778
840,0.04618103429675102,12.903072357177734,1.0,0.01847079023718834,93.60037994384766,13.572000503540039,50.59624099731445,11.441781044006348,7.569203853607178,76.3455581665039,38.61457061767578
850,0.054588936269283295,12.485363960266113,1.0,0.017611684277653694,93.52250671386719,13.194433212280273,51.83723831176758,11.486503601074219,7.463792324066162,75.48258209228516,38.80584716796875
860,0.0550529919564724,12.50232219696045,1.0,0.01847079023718834,94.13055419921875,12.998382568359375,53.11893081665039,11.623537063598633,7.442673683166504,75.36234283447266,39.01931858062744
870,0.05394779145717621,12.590410232543945,1.0,0.01804123818874359,94.70670318603516,12.870960235595703,54.06539535522461,11.763229370117188,7.450260162353516,75.41055297851562,39.22995901107788
880,0.051766686141490936,12.709700584411621,1.0,0.018256014212965965,95.14295959472656,12.782466888427734,54.71762466430664,11.895729064941406,7.4710493087768555,75.48143768310547,39.43452763557434
890,0.04999832063913345,12.803253173828125,1.0,0.01804123818874359,95.42266845703125,12.719003677368164,55.121910095214844,12.0153226852417,7.498077869415283,75.52945709228516,39.657607316970825
900,0.04770239070057869,12.915592193603516,1.0,0.01847079023718834,95.57691192626953,12.677759170532227,55.343101501464844,12.12532901763916,7.5298027992248535,75.5489273071289,39.86244773864746
910,0.04597378522157669,13.034886360168457,1.0,0.01847079023718834,95.61084747314453,12.64975357055664,55.411495208740234,12.223721504211426,7.563907623291016,75.52715301513672,40.090147256851196
920,0.04387293756008148,13.12861156463623,1.0,0.018685568124055862,95.55776977539062,12.632552146911621,55.36880111694336,12.313666343688965,7.600256443023682,75.47589874267578,40.31415629386902
930,0.04210343956947327,13.239388465881348,1.0,0.01804123818874359,95.43364715576172,12.627131462097168,55.23974609375,12.39599609375,7.638462066650391,75.3969497680664,40.5551655292511
940,0.04039809852838516,13.324061393737793,1.0,0.01847079023718834,95.2498779296875,12.628534317016602,55.03891372680664,12.470925331115723,7.678239822387695,75.29473876953125,40.788331031799316
950,0.03877975791692734,13.428582191467285,1.0,0.018256014212965965,95.01899719238281,12.636436462402344,54.78632354736328,12.5397367477417,7.719696998596191,75.1701431274414,41.02828764915466
960,0.041097503155469894,13.539271354675293,0.9991409182548523,0.018256014212965965,94.75241088867188,12.652524948120117,54.490150451660156,12.602614402770996,7.762391567230225,75.03117370605469,41.261364221572876
970,0.26624491810798645,13.787933349609375,0.9525343775749207,0.01804123818874359,93.13265228271484,14.092429161071777,50.854881286621094,11.96213150024414,7.833800792694092,75.39505767822266,41.49574375152588
980,0.039170317351818085,13.09322452545166,1.0,0.01739690825343132,91.23017120361328,13.958426475524902,49.67045974731445,11.45590877532959,7.69805383682251,73.96251678466797,41.74192023277283
990,0.05226956680417061,12.315786361694336,1.0,0.018256014212965965,90.56646728515625,13.418736457824707,50.9433479309082,11.384875297546387,7.512596607208252,72.39435577392578,41.9715416431427
1000,0.05493338406085968,12.222900390625,1.0,0.018256014212965965,91.17182159423828,13.152592658996582,52.65763473510742,11.494057655334473,7.450104713439941,71.96434020996094,42.1996750831604
1010,0.053874462842941284,12.29302978515625,1.0,0.01847079023718834,91.85066223144531,12.988725662231445,53.98970413208008,11.626628875732422,7.433375835418701,71.85064697265625,42.415197134017944
1020,0.052179738879203796,12.391828536987305,1.0,0.01911512017250061,92.38726043701172,12.874921798706055,54.93439483642578,11.75704288482666,7.4375457763671875,71.82137298583984,42.642831325531006
1030,0.05023941770195961,12.50405502319336,1.0,0.020618557929992676,92.78284454345703,12.797605514526367,55.58576583862305,11.883319854736328,7.454084873199463,71.82146453857422,42.904221534729004
1040,0.048378199338912964,12.613458633422852,1.0,0.019329898059368134,93.00963592529297,12.740726470947266,55.97917556762695,11.996769905090332,7.47661018371582,71.79816436767578,43.14160084724426
1050,0.04634895920753479,12.729437828063965,1.0,0.01975945010781288,93.11151123046875,12.70236587524414,56.182167053222656,12.100918769836426,7.504333019256592,71.758056640625,43.36844849586487
1060,0.044309765100479126,12.829874992370605,1.0,0.02018900401890278,93.11203002929688,12.679564476013184,56.24247360229492,12.19717788696289,7.535641670227051,71.69593048095703,43.591562032699585
1070,0.04253479465842247,12.933917999267578,1.0,0.019974227994680405,93.01712036132812,12.665887832641602,56.18059158325195,12.283937454223633,7.569004058837891,71.60527801513672,43.78308987617493
1080,0.04111509025096893,13.035552978515625,0.9997852444648743,0.020618557929992676,92.86579895019531,12.664704322814941,56.03450393676758,12.364362716674805,7.604971408843994,71.5058364868164,44.00511908531189
1090,0.039498306810855865,13.167774200439453,0.9997852444648743,0.02083333395421505,92.68353271484375,12.686539649963379,55.78561782836914,12.429594993591309,7.650655746459961,71.44387817382812,44.23233127593994
1100,0.038464564830064774,13.264758110046387,1.0,0.020403780043125153,92.41746520996094,12.708099365234375,55.46432113647461,12.481494903564453,7.692233562469482,71.33191680908203,44.457035541534424
1110,0.03780805319547653,13.375311851501465,0.9995704889297485,0.020403780043125153,92.1362533569336,12.735235214233398,55.11544418334961,12.526209831237793,7.736321926116943,71.22102355957031,44.67848515510559
1120,0.14460822939872742,13.929336547851562,0.9780927896499634,0.019329898059368134,92.05148315429688,12.964339256286621,54.597347259521484,12.531167984008789,7.825466156005859,71.45811462402344,44.88905930519104
1130,0.050851769745349884,13.706171989440918,0.9995704889297485,0.018685568124055862,89.17475891113281,14.415274620056152,49.84294128417969,11.54421615600586,7.837261199951172,71.17111206054688,45.11988186836243
1140,0.045930586755275726,12.371350288391113,1.0,0.018256014212965965,87.50153350830078,13.732667922973633,50.12901306152344,11.29378604888916,7.5920257568359375,69.06392669677734,45.35214114189148
1150,0.052301570773124695,12.082145690917969,1.0,0.019974227994680405,87.79771423339844,13.354409217834473,51.85626220703125,11.375310897827148,7.4809393882751465,68.23243713378906,45.5720648765564
1160,0.05236530676484108,12.087698936462402,1.0,0.01911512017250061,88.52798461914062,13.142666816711426,53.406551361083984,11.525160789489746,7.445392608642578,67.99964141845703,45.799168825149536
1170,0.05108406022191048,12.176876068115234,1.0,0.01847079023718834,89.1840591430664,13.001060485839844,54.55751037597656,11.678956031799316,7.439515590667725,67.9448471069336,46.01522493362427
1180,0.049403831362724304,12.27835750579834,1.0,0.018900344148278236,89.67887878417969,12.900517463684082,55.35595703125,11.823589324951172,7.448379039764404,67.94351196289062,46.24333095550537
1190,0.047254662960767746,12.399248123168945,1.0,0.019544674083590508,90.01725769042969,12.828656196594238,55.87645721435547,11.956550598144531,7.465695381164551,67.95335388183594,46.455830097198486
1200,0.04544110223650932,12.49734878540039,1.0,0.019329898059368134,90.20772552490234,12.777729988098145,56.169986724853516,12.075602531433105,7.487786293029785,67.9500503540039,46.666537284851074
1210,0.043533992022275925,12.60946273803711,1.0,0.019544674083590508,90.29519653320312,12.743782997131348,56.309383392333984,12.187085151672363,7.513279438018799,67.93450927734375,46.8737051486969
1220,0.041985370218753815,12.719521522521973,1.0,0.02018900401890278,90.27896118164062,12.722997665405273,56.29853439331055,12.283894538879395,7.541464805603027,67.90525817871094,47.1059992313385
1230,0.04018160700798035,12.819950103759766,1.0,0.02018900401890278,90.19769287109375,12.713523864746094,56.19586944580078,12.374276161193848,7.57183837890625,67.86426544189453,47.31216263771057
1240,0.03842180222272873,12.91345500946045,1.0,0.019974227994680405,90.05980682373047,12.712202072143555,56.01797103881836,12.45762825012207,7.603290557861328,67.80967712402344,47.51433229446411
1250,0.036852799355983734,12.996657371520996,1.0,0.020403780043125153,89.86505889892578,12.717135429382324,55.77268981933594,12.532482147216797,7.635180950164795,67.73515319824219,47.7175407409668
1260,0.03522564470767975,13.104815483093262,1.0,0.02018900401890278,89.63629913330078,12.727300643920898,55.479736328125,12.60110092163086,7.6686692237854,67.6541519165039,47.93555402755737
1270,0.033900272101163864,13.196467399597168,1.0,0.019974227994680405,89.3908462524414,12.744266510009766,55.15766143798828,12.666004180908203,7.703402519226074,67.57343292236328,48.125569105148315
1280,0.032413892447948456,13.292019844055176,1.0,0.020403780043125153,89.12197875976562,12.764558792114258,54.81230545043945,12.726704597473145,7.738162994384766,67.48004150390625,48.3270058631897
1290,0.03115265443921089,13.380064010620117,1.0,0.02018900401890278,88.83014678955078,12.786170959472656,54.439849853515625,12.781452178955078,7.772855758666992,67.37825775146484,48.52930498123169
1300,0.029796672984957695,13.448798179626465,1.0,0.019974227994680405,88.51570892333984,12.806097030639648,54.05300521850586,12.832252502441406,7.8062896728515625,67.25847625732422,48.72140049934387
1310,0.028712335973978043,13.555173873901367,1.0,0.02083333395421505,88.21397399902344,12.832438468933105,53.666473388671875,12.882596969604492,7.841876983642578,67.15271759033203,48.946919679641724
1320,0.027444958686828613,13.628450393676758,1.0,0.02018900401890278,87.91094970703125,12.8612642288208,53.27322769165039,12.92943000793457,7.878148555755615,67.04961395263672,49.15102219581604
1330,0.45014455914497375,12.567862510681152,0.9016323089599609,0.018685568124055862,83.6321029663086,14.467665672302246,47.10143280029297,11.901121139526367,7.8176798820495605,66.05844116210938,49.367302656173706
1340,0.04269397258758545,12.466211318969727,1.0,0.019329898059368134,82.82422637939453,14.420720100402832,47.28924560546875,11.540724754333496,7.631872177124023,64.99376678466797,49.58173847198486
1350,0.053650762885808945,11.834087371826172,1.0,0.02018900401890278,82.79141998291016,13.832048416137695,49.10862731933594,11.499221801757812,7.409820556640625,63.75185012817383,49.80331873893738
1360,0.05580879747867584,11.757896423339844,1.0,0.02018900401890278,83.72760009765625,13.51803207397461,51.15134811401367,11.619261741638184,7.295827388763428,63.426151275634766,50.0941743850708
1370,0.054987832903862,11.808170318603516,1.0,0.02083333395421505,84.68579864501953,13.319673538208008,52.74554443359375,11.76634407043457,7.230890274047852,63.41487503051758,50.37003135681152
1380,0.05333194136619568,11.913300514221191,1.0,0.020403780043125153,85.4826889038086,13.18021011352539,53.9110221862793,11.914237976074219,7.191915035247803,63.509849548339844,50.57542896270752
1390,0.0513133741915226,12.023625373840332,1.0,0.02018900401890278,86.09944915771484,13.078601837158203,54.72486877441406,12.054162979125977,7.1695637702941895,63.6439208984375,50.81709265708923
1400,0.049190934747457504,12.130200386047363,1.0,0.021048109978437424,86.54875946044922,13.004555702209473,55.26253128051758,12.18340015411377,7.158612251281738,63.78041458129883,51.01685070991516
1410,0.047708313912153244,12.247376441955566,1.0,0.021048109978437424,86.86621856689453,12.953086853027344,55.59003448486328,12.30348014831543,7.156699180603027,63.914886474609375,51.23017716407776
1420,0.04532396420836449,12.359804153442383,1.0,0.02083333395421505,87.06640625,12.91871452331543,55.75043869018555,12.413808822631836,7.161010265350342,64.03258514404297,51.41902995109558
1430,0.04348841309547424,12.449029922485352,1.0,0.02083333395421505,87.1655044555664,12.89732551574707,55.775352478027344,12.513514518737793,7.169560432434082,64.12957763671875,51.62486815452576
1440,0.04162295535206795,12.562553405761719,1.0,0.02018900401890278,87.1801528930664,12.885843276977539,55.687374114990234,12.602290153503418,7.1821794509887695,64.20941925048828,51.84343242645264
1450,0.03980008885264397,12.657258987426758,1.0,0.01975945010781288,87.14079284667969,12.883607864379883,55.526798248291016,12.68509578704834,7.198364734649658,64.27734375,52.053258419036865
1460,0.03825487941503525,12.785810470581055,1.0,0.020618557929992676,87.05182647705078,12.886591911315918,55.30315399169922,12.760662078857422,7.217450141906738,64.3318862915039,52.2405788898468
1470,0.03659475967288017,12.855456352233887,1.0,0.020618557929992676,86.9133529663086,12.89540958404541,55.02886962890625,12.829474449157715,7.2373175621032715,64.36216735839844,52.42248511314392
1480,0.03491900488734245,12.94533634185791,1.0,0.02018900401890278,86.75480651855469,12.91029167175293,54.722740173339844,12.8941011428833,7.260239601135254,64.39077758789062,52.60605812072754
1490,0.03368128463625908,13.057513236999512,1.0,0.019974227994680405,86.56034088134766,12.926545143127441,54.3853874206543,12.953259468078613,7.283656120300293,64.3971176147461,52.82859253883362
1500,0.03230353072285652,13.129570960998535,1.0,0.019544674083590508,86.3508071899414,12.9465970993042,54.030052185058594,13.008635520935059,7.308156967163086,64.39695739746094,53.02425956726074
1510,0.030758213251829147,13.222458839416504,1.0,0.02018900401890278,86.12552642822266,12.96782112121582,53.6572380065918,13.059350967407227,7.334102153778076,64.38949584960938,53.21022891998291
1520,0.029498398303985596,13.309590339660645,1.0,0.019974227994680405,85.89808654785156,12.99338436126709,53.280948638916016,13.108641624450684,7.361533164978027,64.37985229492188,53.4207649230957
1530,0.02845064550638199,13.420762062072754,1.0,0.021048109978437424,85.66178894042969,13.019394874572754,52.89763259887695,13.154951095581055,7.390041351318359,64.36312866210938,53.633137941360474
